NOTE: While the addresses returned from swapping are correct, there is an issue with memory from another variable overlapping the external disk array.
So junk data will appear in areas, but the 2 pages swapped out at the beginning are correct. Did not have time to fix the issue.

  Ext. Disk Addr.  | Content  |
       0xE7F4      | null (0) |
       0xE7F5      | null (0) |
       0xE7F6      | null (0) |
       0xE7F7      | null (0) |
       0xE7F8      | null (0) |
       0xE7F9      | null (0) |
       0xE7FA      | null (0) |
       0xE7FB      | null (0) |
       0xE7FC      | null (0) |
       0xE7FD      | null (0) |
       0xE7FE      | null (0) |
       0xE7FF      | null (0) |
       0xE800      | null (0) |
       0xE801      | null (0) |
       0xE802      | null (0) |
       0xE803      | null (0) |
       0xE804      | null (0) |
       0xE805      | null (0) |
       0xE806      | null (0) |
       0xE807      | null (0) |
       0xE808      | null (0) |
       0xE809      | null (0) |
       0xE80A      | null (0) |
       0xE80B      | null (0) |
       0xE80C      | null (0) |
       0xE80D      | null (0) |
       0xE80E      | null (0) |
       0xE80F      | null (0) |
       0xE810      | null (0) |
       0xE811      | null (0) |
       0xE812      | null (0) |
       0xE813      | null (0) |
       0xE814      | null (0) |
       0xE815      | null (0) |
       0xE816      | null (0) |
       0xE817      | null (0) |
       0xE818      | null (0) |
       0xE819      | null (0) |
       0xE81A      | null (0) |
       0xE81B      | null (0) |
       0xE81C      | null (0) |
       0xE81D      | null (0) |
       0xE81E      | null (0) |
       0xE81F      | null (0) |
       0xE820      | null (0) |
       0xE821      | null (0) |
       0xE822      | null (0) |
       0xE823      | null (0) |
       0xE824      | null (0) |
       0xE825      | null (0) |
       0xE826      | null (0) |
       0xE827      | null (0) |
       0xE828      | null (0) |
       0xE829      | null (0) |
       0xE82A      | null (0) |
       0xE82B      | null (0) |
       0xE82C      | null (0) |
       0xE82D      | null (0) |
       0xE82E      | null (0) |
       0xE82F      | null (0) |
       0xE830      | null (0) |
       0xE831      | null (0) |
       0xE832      | null (0) |
       0xE833      | null (0) |
       0xE834      | null (0) |
       0xE835      | null (0) |
       0xE836      | null (0) |
       0xE837      | null (0) |
       0xE838      | null (0) |
       0xE839      | null (0) |
       0xE83A      | null (0) |
       0xE83B      | null (0) |
       0xE83C      | null (0) |
       0xE83D      | null (0) |
       0xE83E      | null (0) |
       0xE83F      | null (0) |
       0xE840      | null (0) |
       0xE841      | null (0) |
       0xE842      | null (0) |
       0xE843      | null (0) |
       0xE844      | null (0) |
       0xE845      | null (0) |
       0xE846      | null (0) |
       0xE847      | null (0) |
       0xE848      | null (0) |
       0xE849      | null (0) |
       0xE84A      | null (0) |
       0xE84B      | null (0) |
       0xE84C      | null (0) |
       0xE84D      | null (0) |
       0xE84E      | null (0) |
       0xE84F      | null (0) |
       0xE850      | null (0) |
       0xE851      | null (0) |
       0xE852      | null (0) |
       0xE853      | null (0) |
       0xE854      | null (0) |
       0xE855      | null (0) |
       0xE856      | null (0) |
       0xE857      | null (0) |
       0xE858      | null (0) |
       0xE859      | null (0) |
       0xE85A      | null (0) |
       0xE85B      | null (0) |
       0xE85C      | null (0) |
       0xE85D      | null (0) |
       0xE85E      | null (0) |
       0xE85F      | null (0) |
       0xE860      | null (0) |
       0xE861      | null (0) |
       0xE862      | null (0) |
       0xE863      | null (0) |
       0xE864      | null (0) |
       0xE865      | null (0) |
       0xE866      | null (0) |
       0xE867      | null (0) |
       0xE868      | null (0) |
       0xE869      | null (0) |
       0xE86A      | null (0) |
       0xE86B      | null (0) |
       0xE86C      | null (0) |
       0xE86D      | null (0) |
       0xE86E      | null (0) |
       0xE86F      | null (0) |
       0xE870      | null (0) |
       0xE871      | null (0) |
       0xE872      | null (0) |
       0xE873      | null (0) |
       0xE874      | null (0) |
       0xE875      | null (0) |
       0xE876      | null (0) |
       0xE877      | null (0) |
       0xE878      | null (0) |
       0xE879      | null (0) |
       0xE87A      | null (0) |
       0xE87B      | null (0) |
       0xE87C      | null (0) |
       0xE87D      | null (0) |
       0xE87E      | null (0) |
       0xE87F      | null (0) |
       0xE880      | null (0) |
       0xE881      | null (0) |
       0xE882      | null (0) |
       0xE883      | null (0) |
       0xE884      | null (0) |
       0xE885      | null (0) |
       0xE886      | null (0) |
       0xE887      | null (0) |
       0xE888      | null (0) |
       0xE889      | null (0) |
       0xE88A      | null (0) |
       0xE88B      | null (0) |
       0xE88C      | null (0) |
       0xE88D      | null (0) |
       0xE88E      | null (0) |
       0xE88F      | null (0) |
       0xE890      | null (0) |
       0xE891      | null (0) |
       0xE892      | null (0) |
       0xE893      | null (0) |
       0xE894      | null (0) |
       0xE895      | null (0) |
       0xE896      | null (0) |
       0xE897      | null (0) |
       0xE898      | null (0) |
       0xE899      | null (0) |
       0xE89A      | null (0) |
       0xE89B      | null (0) |
       0xE89C      | null (0) |
       0xE89D      | null (0) |
       0xE89E      | null (0) |
       0xE89F      | null (0) |
       0xE8A0      | null (0) |
       0xE8A1      | null (0) |
       0xE8A2      | null (0) |
       0xE8A3      | null (0) |
       0xE8A4      | null (0) |
       0xE8A5      | null (0) |
       0xE8A6      | null (0) |
       0xE8A7      | null (0) |
       0xE8A8      | null (0) |
       0xE8A9      | null (0) |
       0xE8AA      | null (0) |
       0xE8AB      | null (0) |
       0xE8AC      | null (0) |
       0xE8AD      | null (0) |
       0xE8AE      | null (0) |
       0xE8AF      | null (0) |
       0xE8B0      | null (0) |
       0xE8B1      | null (0) |
       0xE8B2      | null (0) |
       0xE8B3      | null (0) |
       0xE8B4      | null (0) |
       0xE8B5      | null (0) |
       0xE8B6      | null (0) |
       0xE8B7      | null (0) |
       0xE8B8      | null (0) |
       0xE8B9      | null (0) |
       0xE8BA      | null (0) |
       0xE8BB      | null (0) |
       0xE8BC      | null (0) |
       0xE8BD      | null (0) |
       0xE8BE      | null (0) |
       0xE8BF      | null (0) |
       0xE8C0      | null (0) |
       0xE8C1      | null (0) |
       0xE8C2      | null (0) |
       0xE8C3      | null (0) |
       0xE8C4      | null (0) |
       0xE8C5      | null (0) |
       0xE8C6      | null (0) |
       0xE8C7      | null (0) |
       0xE8C8      | null (0) |
       0xE8C9      | null (0) |
       0xE8CA      | null (0) |
       0xE8CB      | null (0) |
       0xE8CC      | null (0) |
       0xE8CD      | null (0) |
       0xE8CE      | null (0) |
       0xE8CF      | null (0) |
       0xE8D0      | null (0) |
       0xE8D1      | null (0) |
       0xE8D2      | null (0) |
       0xE8D3      | null (0) |
       0xE8D4      | null (0) |
       0xE8D5      | null (0) |
       0xE8D6      | null (0) |
       0xE8D7      | null (0) |
       0xE8D8      | null (0) |
       0xE8D9      | null (0) |
       0xE8DA      | null (0) |
       0xE8DB      | null (0) |
       0xE8DC      | null (0) |
       0xE8DD      | null (0) |
       0xE8DE      | null (0) |
       0xE8DF      | null (0) |
       0xE8E0      | null (0) |
       0xE8E1      | null (0) |
       0xE8E2      | null (0) |
       0xE8E3      | null (0) |
       0xE8E4      | null (0) |
       0xE8E5      | null (0) |
       0xE8E6      | null (0) |
       0xE8E7      | null (0) |
       0xE8E8      | null (0) |
       0xE8E9      | null (0) |
       0xE8EA      | null (0) |
       0xE8EB      | null (0) |
       0xE8EC      | null (0) |
       0xE8ED      | null (0) |
       0xE8EE      | null (0) |
       0xE8EF      | null (0) |
       0xE8F0      | null (0) |
       0xE8F1      | null (0) |
       0xE8F2      | null (0) |
       0xE8F3      | null (0) |
       0xE8F4      | null (0) |
       0xE8F5      | null (0) |
       0xE8F6      | null (0) |
       0xE8F7      | null (0) |
       0xE8F8      | null (0) |
       0xE8F9      | null (0) |
       0xE8FA      | null (0) |
       0xE8FB      | null (0) |
       0xE8FC      | null (0) |
       0xE8FD      | null (0) |
       0xE8FE      | null (0) |
       0xE8FF      | null (0) |
       0xE900      | null (0) |
       0xE901      | null (0) |
       0xE902      | null (0) |
       0xE903      | null (0) |
       0xE904      | null (0) |
       0xE905      | null (0) |
       0xE906      | null (0) |
       0xE907      | null (0) |
       0xE908      | null (0) |
       0xE909      | null (0) |
       0xE90A      | null (0) |
       0xE90B      | null (0) |
       0xE90C      | null (0) |
       0xE90D      | null (0) |
       0xE90E      | null (0) |
       0xE90F      | null (0) |
       0xE910      | null (0) |
       0xE911      | null (0) |
       0xE912      | null (0) |
       0xE913      | null (0) |
       0xE914      | null (0) |
       0xE915      | null (0) |
       0xE916      | null (0) |
       0xE917      | null (0) |
       0xE918      | null (0) |
       0xE919      | null (0) |
       0xE91A      | null (0) |
       0xE91B      | null (0) |
       0xE91C      | null (0) |
       0xE91D      | null (0) |
       0xE91E      | null (0) |
       0xE91F      | null (0) |
       0xE920      | null (0) |
       0xE921      | null (0) |
       0xE922      | null (0) |
       0xE923      | null (0) |
       0xE924      | null (0) |
       0xE925      | null (0) |
       0xE926      | null (0) |
       0xE927      | null (0) |
       0xE928      | null (0) |
       0xE929      | null (0) |
       0xE92A      | null (0) |
       0xE92B      | null (0) |
       0xE92C      | null (0) |
       0xE92D      | null (0) |
       0xE92E      | null (0) |
       0xE92F      | null (0) |
       0xE930      | null (0) |
       0xE931      | null (0) |
       0xE932      | null (0) |
       0xE933      | null (0) |
       0xE934      | null (0) |
       0xE935      | null (0) |
       0xE936      | null (0) |
       0xE937      | null (0) |
       0xE938      | null (0) |
       0xE939      | null (0) |
       0xE93A      | null (0) |
       0xE93B      | null (0) |
       0xE93C      | null (0) |
       0xE93D      | null (0) |
       0xE93E      | null (0) |
       0xE93F      | null (0) |
       0xE940      | null (0) |
       0xE941      | null (0) |
       0xE942      | null (0) |
       0xE943      | null (0) |
       0xE944      | null (0) |
       0xE945      | null (0) |
       0xE946      | null (0) |
       0xE947      | null (0) |
       0xE948      | null (0) |
       0xE949      | null (0) |
       0xE94A      | null (0) |
       0xE94B      | null (0) |
       0xE94C      | null (0) |
       0xE94D      | null (0) |
       0xE94E      | null (0) |
       0xE94F      | null (0) |
       0xE950      | null (0) |
       0xE951      | null (0) |
       0xE952      | null (0) |
       0xE953      | null (0) |
       0xE954      | null (0) |
       0xE955      | null (0) |
       0xE956      | null (0) |
       0xE957      | null (0) |
       0xE958      | null (0) |
       0xE959      | null (0) |
       0xE95A      | null (0) |
       0xE95B      | null (0) |
       0xE95C      | null (0) |
       0xE95D      | null (0) |
       0xE95E      | null (0) |
       0xE95F      | null (0) |
       0xE960      | null (0) |
       0xE961      | null (0) |
       0xE962      | null (0) |
       0xE963      | null (0) |
       0xE964      | null (0) |
       0xE965      | null (0) |
       0xE966      | null (0) |
       0xE967      | null (0) |
       0xE968      | null (0) |
       0xE969      | null (0) |
       0xE96A      | null (0) |
       0xE96B      | null (0) |
       0xE96C      | null (0) |
       0xE96D      | null (0) |
       0xE96E      | null (0) |
       0xE96F      | null (0) |
       0xE970      | null (0) |
       0xE971      | null (0) |
       0xE972      | null (0) |
       0xE973      | null (0) |
       0xE974      | null (0) |
       0xE975      | null (0) |
       0xE976      | null (0) |
       0xE977      | null (0) |
       0xE978      | null (0) |
       0xE979      | null (0) |
       0xE97A      | null (0) |
       0xE97B      | null (0) |
       0xE97C      | null (0) |
       0xE97D      | null (0) |
       0xE97E      | null (0) |
       0xE97F      | null (0) |
       0xE980      | null (0) |
       0xE981      | null (0) |
       0xE982      | null (0) |
       0xE983      | null (0) |
       0xE984      | null (0) |
       0xE985      | null (0) |
       0xE986      | null (0) |
       0xE987      | null (0) |
       0xE988      | null (0) |
       0xE989      | null (0) |
       0xE98A      | null (0) |
       0xE98B      | null (0) |
       0xE98C      | null (0) |
       0xE98D      | null (0) |
       0xE98E      | null (0) |
       0xE98F      | null (0) |
       0xE990      | null (0) |
       0xE991      | null (0) |
